10,11.755949,18
20,13.505264,18
30,14.462870,21
40,13.993445,34
50,14.497304,32
60,14.780961,35
70,14.855644,42
80,14.910618,46
90,14.988441,48
100,14.997804,48
110,14.887987,59
120,15.013437,61
130,14.966454,56
140,15.073189,64
150,15.190590,62
160,15.099150,70
170,15.084105,69
180,15.177665,66
190,15.168051,72
200,15.161006,74
